Country,Year,Beginning Stocks,Arabica Production,Robusta Production,Other Production,Production,Bean Imports,Roast & Ground Imports,Soluble Imports,Imports,Total Supply,Bean Exports,Roast & Ground Exports,Soluble Exports,Exports,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Domestic Consumption,Ending Stocks,Total Distribution
Peru,2020,126,3369,0,0,3369,0,0,138,138,3633,3326,0,0,3326,19,203,222,85,3633
Philippines,2020,800,25,400,0,425,660,0,5500,6160,7385,0,0,0,0,400,6185,6585,800,7385
Russia,2020,0,0,0,0,0,3390,460,315,4165,4165,0,0,0,0,3850,315,4165,0,4165
Rwanda,2020,0,300,0,0,300,0,0,0,0,300,300,0,0,300,0,0,0,0,300
Saudi Arabia,2020,0,0,0,0,0,1000,200,0,1200,1200,0,0,0,0,1200,0,1200,0,1200
Senegal,2020,0,0,0,0,0,85,0,0,85,85,0,0,0,0,85,0,85,0,85
Serbia,2020,0,0,0,0,0,500,0,335,835,835,0,0,0,0,500,335,835,0,835
Sierra Leone,2020,0,0,75,0,75,0,0,0,0,75,60,0,0,60,15,0,15,0,75
Singapore,2020,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
South Africa,2020,0,0,0,0,0,310,0,405,715,715,0,0,0,0,310,405,715,0,715
Sri Lanka,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2020,0,0,0,0,0,3450,0,0,3450,3450,0,1870,0,1870,1580,0,1580,0,3450
Taiwan,2020,0,0,0,0,0,560,100,0,660,660,0,0,0,0,660,0,660,0,660
Tanzania,2020,280,700,650,0,1350,0,0,6,6,1636,1050,0,7,1057,50,25,75,504,1636
Thailand,2020,0,0,600,0,600,900,35,0,935,1535,0,0,885,885,225,425,650,0,1535
Togo,2020,0,0,85,0,85,0,0,0,0,85,85,0,0,85,0,0,0,0,85
Trinidad and Tobago,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2020,0,0,0,0,0,1105,60,0,1165,1165,0,0,0,0,1165,0,1165,0,1165
Uganda,2020,363,730,5900,0,6630,0,0,0,0,6993,6514,0,0,6514,100,0,100,379,6993
Ukraine,2020,0,0,0,0,0,445,460,330,1235,1235,0,0,0,0,905,330,1235,0,1235
United Kingdom,2020,0,0,0,0,0,2270,580,105,2955,2955,0,0,0,0,2850,105,2955,0,2955
United States,2020,6402,33,0,0,33,24320,605,585,25510,31945,0,0,0,0,25337,585,25922,6023,31945
Uruguay,2020,0,0,0,0,0,35,0,0,35,35,0,0,0,0,35,0,35,0,35
Venezuela,2020,3,480,0,0,480,0,1,1,2,485,5,0,0,5,465,1,466,14,485
Vietnam,2020,2130,950,28050,0,29000,250,200,100,550,31680,22450,550,2300,25300,2220,500,2720,3660,31680
Yemen,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2021,0,0,0,0,0,85,0,0,85,85,0,0,0,0,85,0,85,0,85
Algeria,2021,0,0,0,0,0,2050,0,40,2090,2090,0,0,0,0,2050,40,2090,0,2090
Angola,2021,0,0,30,0,30,0,0,0,0,30,18,0,0,18,12,0,12,0,30
Argentina,2021,0,0,0,0,0,505,41,360,906,906,0,0,0,0,546,360,906,0,906
Armenia,2021,0,0,0,0,0,220,0,0,220,220,0,0,0,0,220,0,220,0,220
Australia,2021,0,0,0,0,0,1740,200,365,2305,2305,0,0,0,0,1940,365,2305,0,2305
Benin,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2021,0,85,0,0,85,0,0,0,0,85,33,0,0,33,52,0,52,0,85
Bosnia and Herzegovina,2021,0,0,0,0,0,305,0,0,305,305,0,0,0,0,305,0,305,0,305
Brazil,2021,4390,36400,21700,0,58100,0,75,0,75,62565,35576,54,4055,39685,21400,940,22340,540,62565
Burundi,2021,0,175,0,0,175,0,0,0,0,175,160,0,0,160,15,0,15,0,175
Cameroon,2021,20,25,250,0,275,0,0,0,0,295,190,0,0,190,75,5,80,25,295
Canada,2021,0,0,0,0,0,2940,550,1840,5330,5330,0,0,0,0,3490,1840,5330,0,5330
Central African Republic,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2021,0,0,0,0,0,200,0,0,200,200,0,0,0,0,200,0,200,0,200
China,2021,717,1700,0,0,1700,1665,350,2170,4185,6602,740,60,315,1115,2400,2400,4800,687,6602
Colombia,2021,1235,11800,0,0,11800,2040,5,190,2235,15270,11000,265,1100,12365,1545,600,2145,760,15270
Congo (Brazzaville),2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2021,0,70,200,0,270,0,0,0,0,270,150,0,0,150,120,0,120,0,270
Costa Rica,2021,281,1215,0,0,1215,190,25,5,220,1716,1100,10,0,1110,360,5,365,241,1716
Cote d'Ivoire,2021,5,0,1110,0,1110,0,0,0,0,1115,735,0,325,1060,50,0,50,5,1115
Croatia,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2021,0,100,0,0,100,0,0,0,0,100,20,0,0,20,80,0,80,0,100
Dominican Republic,2021,0,125,0,0,125,0,0,0,0,125,12,0,0,12,113,0,113,0,125
Ecuador,2021,166,90,170,0,260,330,1,90,421,847,70,1,413,484,45,160,205,158,847
Egypt,2021,0,0,0,0,0,250,0,0,250,250,0,0,0,0,250,0,250,0,250
El Salvador,2021,21,600,0,0,600,14,15,200,229,850,600,0,11,611,30,195,225,14,850
Equatorial Guinea,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2021,135,8150,0,0,8150,0,0,0,0,8285,4831,0,0,4831,3364,0,3364,90,8285
European Union,2021,13767,0,0,0,0,46600,0,0,46600,60367,0,2680,1820,4500,39947,1920,41867,14000,60367
Gabon,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2021,0,0,0,0,0,95,0,0,95,95,0,0,0,0,95,0,95,0,95
Ghana,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2021,111,3410,130,0,3540,0,5,344,349,4000,3335,4,15,3354,275,350,625,21,4000
Guinea,2021,5,0,265,0,265,0,0,0,0,270,250,0,0,250,15,0,15,5,270
Guyana,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2021,269,4800,0,0,4800,0,0,21,21,5090,4650,0,0,4650,351,22,373,67,5090
India,2021,911,1583,4117,0,5700,1590,51,49,1690,8301,4937,11,2310,7258,225,650,875,168,8301
Indonesia,2021,1669,1280,9300,0,10580,244,16,725,985,13234,6335,43,1050,7428,3250,1500,4750,1056,13234
Iran,2021,0,0,0,0,0,485,0,150,635,635,0,0,0,0,485,150,635,0,635
Jamaica,2021,0,15,0,0,15,0,0,0,0,15,11,0,0,11,4,0,4,0,15
Japan,2021,2693,0,0,0,0,6800,115,500,7415,10108,0,0,0,0,6710,500,7210,2898,10108
Jordan,2021,0,0,0,0,0,430,0,300,730,730,0,0,0,0,430,300,730,0,730
Kazakhstan,2021,0,0,0,0,0,0,0,325,325,325,0,0,0,0,0,325,325,0,325
Kenya,2021,173,860,0,0,860,0,0,13,13,1046,771,0,0,771,35,13,48,227,1046
"Korea, South",2021,0,0,0,0,0,3015,390,0,3405,3405,0,0,0,0,3405,0,3405,0,3405
Kosovo,2021,0,0,0,0,0,65,0,0,65,65,0,0,0,0,65,0,65,0,65
Laos,2021,0,0,385,0,385,0,0,0,0,385,300,0,0,300,85,0,85,0,385
Liberia,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2021,0,25,275,0,300,0,0,0,0,300,15,0,0,15,285,0,285,0,300
Malawi,2021,0,11,0,0,11,0,0,0,0,11,10,0,0,10,1,0,1,0,11
Malaysia,2021,0,0,2000,0,2000,1725,0,0,1725,3725,0,0,2975,2975,0,750,750,0,3725
Mexico,2021,17,3200,540,0,3740,1811,76,238,2125,5882,2090,148,695,2933,1150,1700,2850,99,5882
Montenegro,2021,0,0,0,0,0,40,0,0,40,40,0,0,0,0,40,0,40,0,40
Morocco,2021,0,0,0,0,0,935,55,0,990,990,0,0,0,0,990,0,990,0,990
New Caledonia,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2021,0,0,0,0,0,245,35,235,515,515,0,0,0,0,280,235,515,0,515
Nicaragua,2021,37,2780,120,0,2900,0,0,25,25,2962,2640,5,75,2720,85,80,165,77,2962
Nigeria,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2021,0,0,0,0,0,77,0,0,77,77,0,0,0,0,77,0,77,0,77
Norway,2021,0,0,0,0,0,525,135,90,750,750,0,0,0,0,660,90,750,0,750
Panama,2021,0,75,0,0,75,50,0,20,70,145,3,32,0,35,95,15,110,0,145
Papua New Guinea,2021,35,725,50,0,775,0,0,0,0,810,720,0,0,720,55,0,55,35,810
Paraguay,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2021,85,4200,0,0,4200,0,0,120,120,4405,4065,0,0,4065,25,220,245,95,4405
Philippines,2021,800,25,425,0,450,840,0,5700,6540,7790,0,0,0,0,500,6690,7190,600,7790
Russia,2021,0,0,0,0,0,3400,305,350,4055,4055,0,0,0,0,3705,350,4055,0,4055
Rwanda,2021,0,270,0,0,270,0,0,0,0,270,270,0,0,270,0,0,0,0,270
Saudi Arabia,2021,0,0,0,0,0,930,210,0,1140,1140,0,0,0,0,1140,0,1140,0,1140
Senegal,2021,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
Serbia,2021,0,0,0,0,0,475,0,260,735,735,0,0,0,0,475,260,735,0,735
Sierra Leone,2021,0,0,40,0,40,0,0,0,0,40,30,0,0,30,10,0,10,0,40
Singapore,2021,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
South Africa,2021,0,0,0,0,0,390,0,490,880,880,0,0,0,0,390,490,880,0,880
Sri Lanka,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2021,0,0,0,0,0,3400,0,0,3400,3400,0,1850,0,1850,1550,0,1550,0,3400
Taiwan,2021,0,0,0,0,0,580,115,0,695,695,0,0,0,0,695,0,695,0,695
Tanzania,2021,504,740,550,0,1290,0,0,9,9,1803,1240,0,7,1247,25,15,40,516,1803
Thailand,2021,0,0,650,0,650,1040,25,0,1065,1715,0,0,990,990,200,525,725,0,1715
Togo,2021,0,0,80,0,80,0,0,0,0,80,80,0,0,80,0,0,0,0,80
Trinidad and Tobago,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2021,0,0,0,0,0,1175,110,0,1285,1285,0,0,0,0,1285,0,1285,0,1285
Uganda,2021,379,990,5060,0,6050,0,0,0,0,6429,5850,0,0,5850,125,0,125,454,6429
Ukraine,2021,0,0,0,0,0,400,450,450,1300,1300,0,0,0,0,850,450,1300,0,1300
United Kingdom,2021,0,0,0,0,0,2725,580,680,3985,3985,0,0,0,0,3305,680,3985,0,3985
United States,2021,6023,38,0,0,38,25225,580,1235,27040,33101,0,0,0,0,25488,1235,26723,6378,33101
Uruguay,2021,0,0,0,0,0,40,0,0,40,40,0,0,0,0,40,0,40,0,40
Venezuela,2021,14,500,0,0,500,0,1,1,2,516,5,0,0,5,495,1,496,15,516
Vietnam,2021,3660,1100,30480,0,31580,250,200,100,550,35790,26110,550,2350,29010,2650,550,3200,3580,35790
Yemen,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2022,0,0,0,0,0,70,0,0,70,70,0,0,0,0,70,0,70,0,70
Algeria,2022,0,0,0,0,0,2000,0,50,2050,2050,0,0,0,0,2000,50,2050,0,2050
Angola,2022,0,0,20,0,20,0,0,0,0,20,10,0,0,10,10,0,10,0,20
Argentina,2022,0,0,0,0,0,580,39,400,1019,1019,0,0,0,0,619,400,1019,0,1019
Armenia,2022,0,0,0,0,0,240,0,0,240,240,0,0,0,0,240,0,240,0,240
Australia,2022,0,0,0,0,0,1645,200,290,2135,2135,0,0,0,0,1845,290,2135,0,2135
Benin,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2022,0,90,0,0,90,0,0,0,0,90,40,0,0,40,50,0,50,0,90
Bosnia and Herzegovina,2022,0,0,0,0,0,300,0,0,300,300,0,0,0,0,300,0,300,0,300
Brazil,2022,540,39800,22800,0,62600,0,75,0,75,63215,32200,45,3900,36145,21500,950,22450,4620,63215
Burundi,2022,0,165,0,0,165,0,0,0,0,165,150,0,0,150,15,0,15,0,165
Cameroon,2022,25,50,200,0,250,0,0,0,0,275,180,0,0,180,70,5,75,20,275
Canada,2022,0,0,0,0,0,2700,450,1960,5110,5110,0,0,0,0,3150,1960,5110,0,5110
Central African Republic,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2022,0,0,0,0,0,260,0,0,260,260,0,0,0,0,260,0,260,0,260
China,2022,687,1600,0,0,1600,1965,290,1975,4230,6517,320,5,360,685,2500,2500,5000,832,6517
Colombia,2022,760,10700,0,0,10700,2100,5,180,2285,13745,9600,200,900,10700,1600,600,2200,845,13745
Congo (Brazzaville),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2022,0,75,190,0,265,0,0,0,0,265,140,0,0,140,125,0,125,0,265
Costa Rica,2022,241,1425,0,0,1425,215,20,5,240,1906,1025,10,0,1035,385,5,390,481,1906
Cote d'Ivoire,2022,5,0,1050,0,1050,0,0,0,0,1055,700,0,300,1000,50,0,50,5,1055
Croatia,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2022,0,100,0,0,100,0,0,0,0,100,17,0,0,17,83,0,83,0,100
Dominican Republic,2022,0,125,0,0,125,0,0,0,0,125,15,0,0,15,110,0,110,0,125
Ecuador,2022,158,113,241,0,354,330,1,110,441,953,75,2,465,542,45,268,313,98,953
Egypt,2022,0,0,0,0,0,350,0,0,350,350,0,0,0,0,350,0,350,0,350
El Salvador,2022,14,550,0,0,550,15,15,200,230,794,487,0,10,497,30,257,287,10,794
Equatorial Guinea,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2022,90,7300,0,0,7300,0,0,0,0,7390,3910,0,0,3910,3430,0,3430,50,7390
European Union,2022,14000,0,0,0,0,44470,0,0,44470,58470,0,2975,1720,4695,42257,2205,44462,9313,58470
Gabon,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2022,0,0,0,0,0,95,0,0,95,95,0,0,0,0,95,0,95,0,95
Ghana,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2022,21,3150,120,0,3270,0,5,345,350,3641,2985,4,15,3004,275,350,625,12,3641
Guinea,2022,5,0,140,0,140,0,0,0,0,145,125,0,0,125,15,0,15,5,145
Guyana,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2022,67,5700,0,0,5700,0,0,22,22,5789,5350,0,0,5350,305,22,327,112,5789
India,2022,168,1667,4200,0,5867,1630,10,50,1690,7725,4000,6,2300,6306,360,880,1240,179,7725
Indonesia,2022,1056,1350,10500,0,11850,347,17,983,1347,14253,7695,57,1040,8792,3260,1510,4770,691,14253
Iran,2022,0,0,0,0,0,670,0,100,770,770,0,0,0,0,670,100,770,0,770
Jamaica,2022,0,15,0,0,15,0,0,0,0,15,10,0,0,10,5,0,5,0,15
Japan,2022,2898,0,0,0,0,5860,110,535,6505,9403,0,0,0,0,6351,535,6886,2517,9403
Jordan,2022,0,0,0,0,0,380,0,285,665,665,0,0,0,0,380,285,665,0,665
Kazakhstan,2022,0,0,0,0,0,0,0,500,500,500,0,0,0,0,0,500,500,0,500
Kenya,2022,227,750,0,0,750,0,0,15,15,992,881,0,0,881,32,15,47,64,992
"Korea, South",2022,0,0,0,0,0,2820,355,0,3175,3175,0,0,0,0,3175,0,3175,0,3175
Kosovo,2022,0,0,0,0,0,60,0,0,60,60,0,0,0,0,60,0,60,0,60
Laos,2022,0,0,435,0,435,0,0,0,0,435,350,0,0,350,85,0,85,0,435
Liberia,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2022,0,25,300,0,325,0,0,0,0,325,10,0,0,10,315,0,315,0,325
Malawi,2022,0,11,0,0,11,0,0,0,0,11,10,0,0,10,1,0,1,0,11
Malaysia,2022,0,0,2000,0,2000,1175,0,0,1175,3175,0,0,2500,2500,0,675,675,0,3175
Mexico,2022,99,3000,545,0,3545,1682,80,220,1982,5626,1550,100,880,2530,1250,1750,3000,96,5626
Montenegro,2022,0,0,0,0,0,40,0,0,40,40,0,0,0,0,40,0,40,0,40
Morocco,2022,0,0,0,0,0,775,55,0,830,830,0,0,0,0,830,0,830,0,830
New Caledonia,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2022,0,0,0,0,0,230,25,260,515,515,0,0,0,0,255,260,515,0,515
Nicaragua,2022,77,2500,160,0,2660,0,0,25,25,2762,2400,5,75,2480,75,80,155,127,2762
Nigeria,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2022,0,0,0,0,0,85,0,0,85,85,0,0,0,0,85,0,85,0,85
Norway,2022,0,0,0,0,0,485,140,100,725,725,0,0,0,0,625,100,725,0,725
Panama,2022,0,85,0,0,85,60,0,15,75,160,1,32,0,33,107,20,127,0,160
Papua New Guinea,2022,35,825,50,0,875,0,0,0,0,910,825,0,0,825,50,0,50,35,910
Paraguay,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2022,95,3400,0,0,3400,0,0,90,90,3585,3300,0,0,3300,20,175,195,90,3585
Philippines,2022,600,25,450,0,475,700,0,5800,6500,7575,0,0,0,0,590,6485,7075,500,7575
Russia,2022,0,0,0,0,0,3500,350,400,4250,4250,0,0,0,0,3850,400,4250,0,4250
Rwanda,2022,0,260,0,0,260,0,0,0,0,260,260,0,0,260,0,0,0,0,260
Saudi Arabia,2022,0,0,0,0,0,1100,200,0,1300,1300,0,0,0,0,1300,0,1300,0,1300
Senegal,2022,0,0,0,0,0,15,0,0,15,15,0,0,0,0,15,0,15,0,15
Serbia,2022,0,0,0,0,0,450,0,265,715,715,0,0,0,0,450,265,715,0,715
Sierra Leone,2022,0,0,50,0,50,0,0,0,0,50,40,0,0,40,10,0,10,0,50
Singapore,2022,0,0,0,0,0,110,0,0,110,110,0,0,0,0,110,0,110,0,110
South Africa,2022,0,0,0,0,0,300,0,350,650,650,0,0,0,0,300,350,650,0,650
Sri Lanka,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2022,0,0,0,0,0,3290,0,0,3290,3290,0,1765,0,1765,1525,0,1525,0,3290
Taiwan,2022,0,0,0,0,0,585,100,0,685,685,0,0,0,0,685,0,685,0,685
Tanzania,2022,516,600,520,0,1120,0,0,6,6,1642,1150,0,10,1160,50,25,75,407,1642
Thailand,2022,0,0,700,0,700,900,30,0,930,1630,0,0,900,900,230,500,730,0,1630
Togo,2022,0,0,100,0,100,0,0,0,0,100,100,0,0,100,0,0,0,0,100
Trinidad and Tobago,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2022,0,0,0,0,0,1465,125,0,1590,1590,0,0,0,0,1590,0,1590,0,1590
Uganda,2022,454,990,5575,0,6565,0,0,0,0,7019,6250,0,0,6250,300,0,300,469,7019
Ukraine,2022,0,0,0,0,0,400,400,280,1080,1080,0,0,0,0,800,280,1080,0,1080
United Kingdom,2022,0,0,0,0,0,2285,775,920,3980,3980,0,0,0,0,3060,920,3980,0,3980
United States,2022,6378,40,0,0,40,22540,640,725,23905,30323,0,0,0,0,23898,725,24623,5700,30323
Uruguay,2022,0,0,0,0,0,35,0,0,35,35,0,0,0,0,35,0,35,0,35
Venezuela,2022,15,500,0,0,500,0,1,1,2,517,5,0,0,5,500,1,501,11,517
Vietnam,2022,3580,900,26300,0,27200,365,8,126,499,31279,25400,450,1890,27740,2650,550,3200,339,31279
Yemen,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2023,0,0,0,0,0,60,0,0,60,60,0,0,0,0,60,0,60,0,60
Algeria,2023,0,0,0,0,0,1900,0,50,1950,1950,0,0,0,0,1900,50,1950,0,1950
Angola,2023,0,0,25,0,25,0,0,0,0,25,15,0,0,15,10,0,10,0,25
Argentina,2023,0,0,0,0,0,600,40,400,1040,1040,0,0,0,0,640,400,1040,0,1040
Armenia,2023,0,0,0,0,0,250,0,0,250,250,0,0,0,0,250,0,250,0,250
Australia,2023,0,0,0,0,0,1700,200,350,2250,2250,0,0,0,0,1900,350,2250,0,2250
Benin,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2023,0,95,0,0,95,0,0,0,0,95,40,0,0,40,55,0,55,0,95
Bosnia and Herzegovina,2023,0,0,0,0,0,290,0,0,290,290,0,0,0,0,290,0,290,0,290
Brazil,2023,4620,44900,21400,0,66300,0,75,0,75,70995,39500,50,4300,43850,21600,960,22560,4585,70995
Burundi,2023,0,215,0,0,215,0,0,0,0,215,200,0,0,200,15,0,15,0,215
Cameroon,2023,20,25,260,0,285,0,0,0,0,305,200,0,0,200,75,5,80,25,305
Canada,2023,0,0,0,0,0,3100,500,1800,5400,5400,0,0,0,0,3600,1800,5400,0,5400
Central African Republic,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2023,0,0,0,0,0,225,0,0,225,225,0,0,0,0,225,0,225,0,225
China,2023,832,1700,0,0,1700,2000,350,1800,4150,6682,800,25,350,1175,2600,2400,5000,507,6682
Colombia,2023,845,11500,0,0,11500,2300,5,200,2505,14850,10800,200,1000,12000,1620,610,2230,620,14850
Congo (Brazzaville),2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2023,0,75,200,0,275,0,0,0,0,275,150,0,0,150,125,0,125,0,275
Costa Rica,2023,481,1440,0,0,1440,150,15,5,170,2091,1200,10,0,1210,390,5,395,486,2091
Cote d'Ivoire,2023,5,0,1350,0,1350,0,0,0,0,1355,1000,0,300,1300,50,0,50,5,1355
Croatia,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2023,0,100,0,0,100,0,0,0,0,100,20,0,0,20,80,0,80,0,100
Dominican Republic,2023,0,125,0,0,125,0,0,0,0,125,15,0,0,15,110,0,110,0,125
Ecuador,2023,98,120,250,0,370,325,1,100,426,894,50,1,400,451,53,290,343,100,894
Egypt,2023,0,0,0,0,0,300,0,0,300,300,0,0,0,0,300,0,300,0,300
El Salvador,2023,10,670,0,0,670,15,15,200,230,910,600,0,10,610,25,265,290,10,910
Equatorial Guinea,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2023,50,8350,0,0,8350,0,0,0,0,8400,4820,0,0,4820,3500,0,3500,80,8400
European Union,2023,9313,0,0,0,0,47000,0,0,47000,56313,0,2500,1600,4100,41000,2125,43125,9088,56313
Gabon,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2023,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Ghana,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2023,12,3305,130,0,3435,0,5,355,360,3807,3150,4,15,3169,275,350,625,13,3807
Guinea,2023,5,0,200,0,200,0,0,0,0,205,185,0,0,185,15,0,15,5,205
Guyana,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2023,112,6500,0,0,6500,0,0,25,25,6637,6200,0,0,6200,360,25,385,52,6637
India,2023,179,1420,4530,0,5950,1500,20,30,1550,7679,4250,6,2080,6336,380,890,1270,73,7679
Indonesia,2023,691,1300,8400,0,9700,700,20,1000,1720,12111,5000,50,1000,6050,3270,1520,4790,1271,12111
Iran,2023,0,0,0,0,0,700,0,100,800,800,0,0,0,0,700,100,800,0,800
Jamaica,2023,0,15,0,0,15,0,0,0,0,15,10,0,0,10,5,0,5,0,15
Japan,2023,2517,0,0,0,0,6200,100,500,6800,9317,0,0,0,0,6817,500,7317,2000,9317
Jordan,2023,0,0,0,0,0,375,0,275,650,650,0,0,0,0,375,275,650,0,650
Kazakhstan,2023,0,0,0,0,0,0,0,350,350,350,0,0,0,0,0,350,350,0,350
Kenya,2023,64,800,0,0,800,0,0,18,18,882,760,0,0,760,35,20,55,67,882
"Korea, South",2023,0,0,0,0,0,2800,400,0,3200,3200,0,0,0,0,3200,0,3200,0,3200
Kosovo,2023,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
Laos,2023,0,0,450,0,450,0,0,0,0,450,370,0,0,370,80,0,80,0,450
Liberia,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2023,0,25,275,0,300,0,0,0,0,300,10,0,0,10,290,0,290,0,300
Malawi,2023,0,10,0,0,10,0,0,0,0,10,9,0,0,9,1,0,1,0,10
Malaysia,2023,0,0,1500,0,1500,1450,0,0,1450,2950,0,0,2300,2300,0,650,650,0,2950
Mexico,2023,96,3545,545,0,4090,1700,50,150,1900,6086,2000,125,900,3025,1235,1750,2985,76,6086
Montenegro,2023,0,0,0,0,0,35,0,0,35,35,0,0,0,0,35,0,35,0,35
Morocco,2023,0,0,0,0,0,875,55,0,930,930,0,0,0,0,930,0,930,0,930
New Caledonia,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2023,0,0,0,0,0,250,35,275,560,560,0,0,0,0,285,275,560,0,560
Nicaragua,2023,127,2500,160,0,2660,0,0,25,25,2812,2500,5,75,2580,75,80,155,77,2812
Nigeria,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2023,0,0,0,0,0,85,0,0,85,85,0,0,0,0,85,0,85,0,85
Norway,2023,0,0,0,0,0,550,140,100,790,790,0,0,0,0,690,100,790,0,790
